geneId,geneSymbol,DSI,DPI,PLI,protein_class_name,protein_class,NofDiseases,NofPmids
7026,NR2F2,0.58,0.69,0.99,"Nuclear receptor",DTO_00102000,110,70
7030,TFE3,0.54,0.65,0.98,NULL,NULL,118,273
7031,TFF1,0.53,0.77,0.00,Signaling,DTO_05007599,147,237
7032,TFF2,0.61,0.54,0.00,Signaling,DTO_05007599,72,85
7033,TFF3,0.52,0.89,0.02,Signaling,DTO_05007599,163,169
7035,TFPI,0.49,0.81,0.25,"Enzyme modulator",DTO_05007584,230,266
7036,TFR2,0.59,0.62,0.00,Enzyme,DTO_05007624,92,138
7037,TFRC,0.44,0.89,0.00,Enzyme,DTO_05007624,359,455
7038,TG,0.48,0.81,0.00,"Enzyme modulator",DTO_05007584,240,671
7039,TGFA,0.43,0.89,0.72,Signaling,DTO_05007599,376,522
7040,TGFB1,0.29,0.96,0.04,Signaling,DTO_05007599,1558,4537
7042,TGFB2,0.43,0.89,1.00,Signaling,DTO_05007599,389,390
7043,TGFB3,0.50,0.81,0.99,Signaling,DTO_05007599,230,180
7045,TGFBI,0.48,0.77,0.00,Signaling,DTO_05007599,225,403
7046,TGFBR1,0.45,0.89,0.85,Kinase,DTO_03300101,347,376
7048,TGFBR2,0.41,0.85,0.13,Kinase,DTO_03300101,502,533
7049,TGFBR3,0.55,0.81,0.00,NULL,NULL,117,72
7050,TGIF1,0.59,0.77,0.01,Enzyme,DTO_05007624,100,55
7051,TGM1,0.57,0.77,0.00,Enzyme,DTO_05007624,117,164
7052,TGM2,0.45,0.81,0.00,Enzyme,DTO_05007624,315,547
7054,TH,0.46,0.89,0.00,NULL,NULL,321,571
7055,THAS,0.56,0.81,NULL,NULL,NULL,120,165
7056,THBD,0.46,0.77,0.05,NULL,NULL,303,354
7057,THBS1,0.41,0.89,1.00,NULL,NULL,480,752
7058,THBS2,0.53,0.77,0.56,NULL,NULL,149,125
7064,THOP1,0.57,0.85,0.00,Enzyme,DTO_05007624,91,62
7066,THPO,0.51,0.69,0.20,NULL,NULL,185,264
7067,THRA,0.57,0.77,0.33,"Nuclear receptor",DTO_00102000,124,86
7068,THRB,0.55,0.77,1.00,"Nuclear receptor",DTO_00102000,142,219
7070,THY1,0.50,0.81,0.05,NULL,NULL,197,261
7072,TIA1,0.60,0.58,0.27,NULL,NULL,96,84
7074,TIAM1,0.58,0.73,0.96,NULL,NULL,98,94
7076,TIMP1,0.38,0.89,0.50,"Enzyme modulator",DTO_05007584,603,938
7077,TIMP2,0.43,0.85,0.79,"Enzyme modulator",DTO_05007584,404,568
7078,TIMP3,0.45,0.92,0.63,"Enzyme modulator",DTO_05007584,325,429
7079,TIMP4,0.56,0.77,0.00,"Enzyme modulator",DTO_05007584,108,81
7080,NKX2-1,0.46,0.81,0.36,"Transcription factor",DTO_05007542,319,436
7082,TJP1,0.58,0.69,1.00,"Cell-cell junction",DTO_05007527,91,75
7083,TK1,0.59,0.54,0.14,Kinase,DTO_03300101,82,65
7084,TK2,0.59,0.62,0.00,Kinase,DTO_03300101,143,58
7086,TKT,0.60,0.77,0.01,Enzyme,DTO_05007624,92,69
7088,TLE1,0.56,0.65,1.00,"Transcription factor",DTO_05007542,106,57
7096,TLR1,0.50,0.81,0.00,NULL,NULL,198,221
7097,TLR2,0.36,0.92,0.00,NULL,NULL,749,1246
7098,TLR3,0.43,0.89,0.00,Receptor,DTO_05007575,393,560
7099,TLR4,0.32,0.96,0.00,NULL,NULL,1174,2673
7100,TLR5,0.52,0.89,0.00,NULL,NULL,163,181
7103,TSPAN8,0.62,0.58,0.01,NULL,NULL,63,64
7108,TM7SF2,0.49,0.81,0.00,Enzyme,DTO_05007624,217,263
7113,TMPRSS2,0.62,0.50,0.00,Enzyme,DTO_05007624,69,376
7114,TMSB4X,0.54,0.69,0.41,NULL,NULL,130,98
7122,CLDN5,0.56,0.77,0.90,"Cell-cell junction",DTO_05007527,104,92
7124,TNF,0.23,0.96,0.80,Signaling,DTO_05007599,2724,13163
7128,TNFAIP3,0.48,0.81,1.00,Enzyme,DTO_05007624,212,282
7130,TNFAIP6,0.58,0.73,0.00,NULL,NULL,91,58
7132,TNFRSF1A,0.41,0.92,0.99,NULL,NULL,487,637
7133,TNFRSF1B,0.43,0.89,0.50,NULL,NULL,417,477
7134,TNNC1,0.65,0.46,0.68,"Calcium-binding protein",DTO_05007616,54,66
7137,TNNI3,0.52,0.77,0.10,"Cellular structure",DTO_05007530,159,388
7139,TNNT2,0.60,0.42,0.00,"Cellular structure",DTO_05007530,79,230
7148,TNXB,0.57,0.73,0.02,NULL,NULL,127,104
7150,TOP1,0.54,0.69,1.00,Enzyme,DTO_05007624,143,149
7153,TOP2A,0.50,0.73,0.99,NULL,NULL,200,295
7157,TP53,0.24,0.96,0.53,"Transcription factor",DTO_05007542,2494,20063
7158,TP53BP1,0.52,0.73,1.00,"Epigenetic regulator",DTO_05007378,158,175
7159,TP53BP2,0.60,0.58,0.00,"Enzyme modulator",DTO_05007584,70,55
7161,TP73,0.45,0.81,1.00,"Transcription factor",DTO_05007542,300,511
7163,TPD52,0.60,0.69,0.00,NULL,NULL,76,83
7166,TPH1,0.55,0.73,0.00,NULL,NULL,127,175
7167,TPI1,0.52,0.85,0.03,Enzyme,DTO_05007624,184,189
7168,TPM1,0.56,0.62,0.00,"Cellular structure",DTO_05007530,117,213
7169,TPM2,0.53,0.65,0.00,"Cellular structure",DTO_05007530,228,74
7170,TPM3,0.49,0.81,0.01,"Cellular structure",DTO_05007530,297,193
7172,TPMT,0.59,0.69,0.00,NULL,NULL,83,225
7173,TPO,0.46,0.85,0.00,Enzyme,DTO_05007624,306,534
7178,TPT1,0.53,0.73,0.81,"Cellular structure",DTO_05007530,143,136
7180,CRISP2,0.51,0.77,0.00,"Immune response",DTO_05007608,168,153
7182,NR2C2,0.53,0.81,1.00,"Nuclear receptor",DTO_00102000,131,130
7184,HSP90B1,0.52,0.81,1.00,Chaperone,DTO_05007613,155,143
7185,TRAF1,0.55,0.73,0.00,Signaling,DTO_05007599,119,108
7186,TRAF2,0.55,0.77,1.00,Signaling,DTO_05007599,111,85
7187,TRAF3,0.54,0.77,1.00,Signaling,DTO_05007599,129,106
7189,TRAF6,0.47,0.81,1.00,Signaling,DTO_05007599,254,252
7190,HSP90B2P,0.56,0.85,NULL,Chaperone,DTO_05007613,110,114
7200,TRH,0.52,0.85,0.00,NULL,NULL,230,141
7203,CCT3,0.65,0.58,1.00,Chaperone,DTO_05007613,43,69
7204,TRIO,0.56,0.73,1.00,Kinase,DTO_03300101,143,51
7218,TRP-AGG2-6,0.67,0.46,NULL,NULL,NULL,34,53
7220,TRPC1,0.57,0.77,0.01,"Ion channel",DTO_01300327,97,80
7222,TRPC3,0.57,0.73,0.00,"Ion channel",DTO_01300327,102,76
7225,TRPC6,0.51,0.69,0.00,"Ion channel",DTO_01300327,166,174
7226,TRPM2,0.55,0.73,0.00,"Ion channel",DTO_01300327,133,111
7227,TRPS1,0.54,0.77,1.00,NULL,NULL,248,103
7248,TSC1,0.44,0.81,1.00,NULL,NULL,391,644
7249,TSC2,0.44,0.81,1.00,"Enzyme modulator",DTO_05007584,410,802
7251,TSG101,0.59,0.62,0.34,Enzyme,DTO_05007624,80,74
7253,TSHR,0.49,0.81,0.00,"G-protein coupled receptor",DTO_02300001,250,786
7258,TSPY1,0.63,0.42,0.31,"Enzyme modulator",DTO_05007584,55,50
7262,PHLDA2,0.64,0.62,0.15,NULL,NULL,58,53
7263,TST,0.59,0.65,0.00,Enzyme,DTO_05007624,91,147
7270,TTF1,0.54,0.50,0.00,NULL,NULL,134,231
7272,TTK,0.56,0.73,0.00,Kinase,DTO_03300101,112,138
7273,TTN,0.47,0.89,0.00,Kinase,DTO_03300101,366,347
7274,TTPA,0.61,0.58,0.00,Transporter,DTO_05007405,147,62
7276,TTR,0.42,0.89,0.52,Transporter,DTO_05007405,461,1355
7291,TWIST1,0.40,0.85,0.34,"Transcription factor",DTO_05007542,559,828
7292,TNFSF4,0.54,0.81,0.05,Signaling,DTO_05007599,129,141
7293,TNFRSF4,0.55,0.69,0.00,NULL,NULL,123,125
7295,TXN,0.45,0.89,0.20,NULL,NULL,338,411
7296,TXNRD1,0.53,0.69,0.00,Enzyme,DTO_05007624,136,137
7297,TYK2,0.51,0.77,0.00,Kinase,DTO_03300101,172,169
7298,TYMS,0.43,0.85,0.72,Enzyme,DTO_05007624,406,805
7299,TYR,0.47,0.81,0.00,Enzyme,DTO_05007624,281,625
7301,TYRO3,0.56,0.77,0.00,Kinase,DTO_03300101,109,87
7305,TYROBP,0.57,0.77,0.20,NULL,NULL,135,88
7306,TYRP1,0.51,0.85,0.00,Enzyme,DTO_05007624,200,228
7307,U2AF1,0.60,0.58,0.99,"Nucleic acid binding",DTO_05007557,67,63
7316,UBC,0.60,0.69,0.14,"Nucleic acid binding",DTO_05007557,78,74
7320,UBE2B,0.64,0.62,0.20,NULL,NULL,59,123
7329,UBE2I,0.54,0.77,0.96,NULL,NULL,131,115
7332,UBE2L3,0.64,0.62,0.84,Enzyme,DTO_05007624,56,63
7334,UBE2N,0.59,0.65,0.88,NULL,NULL,80,71
7337,UBE3A,0.56,0.69,1.00,NULL,NULL,155,270
7341,SUMO1,0.53,0.73,0.86,NULL,NULL,133,121
7345,UCHL1,0.48,0.89,0.99,Enzyme,DTO_05007624,260,249
7349,UCN,0.54,0.77,0.45,Signaling,DTO_05007599,134,88
7350,UCP1,0.55,0.77,0.00,Transporter,DTO_05007405,124,205
7351,UCP2,0.49,0.81,0.00,Transporter,DTO_05007405,235,336
7352,UCP3,0.62,0.58,0.00,Transporter,DTO_05007405,66,115
7355,SLC35A2,0.53,0.81,0.72,Transporter,DTO_05007405,197,101
7356,SCGB1A1,0.55,0.81,0.00,Signaling,DTO_05007599,133,160
7357,UGCG,0.56,0.81,0.94,Enzyme,DTO_05007624,111,118
7361,UGT1A,0.54,0.65,NULL,NULL,NULL,117,154
7364,UGT2B7,0.65,0.50,0.00,NULL,NULL,53,65
7367,UGT2B17,0.64,0.58,0.00,NULL,NULL,52,54
7369,UMOD,0.52,0.85,0.00,NULL,NULL,164,218
7372,UMPS,0.58,0.62,0.00,NULL,NULL,102,58
7374,UNG,0.62,0.65,0.00,NULL,NULL,66,50
7376,NR1H2,0.53,0.77,0.38,"Nuclear receptor",DTO_00102000,134,175
7386,UQCRFS1,0.56,0.65,0.19,NULL,NULL,109,85
7389,UROD,0.52,0.77,0.00,NULL,NULL,166,219
7390,UROS,0.68,0.46,0.03,Enzyme,DTO_05007624,58,62
7391,USF1,0.59,0.69,0.02,NULL,NULL,82,88
7399,USH2A,0.58,0.69,0.00,"Enzyme modulator",DTO_05007584,119,213
7401,CLRN1,0.63,0.42,0.00,NULL,NULL,77,56
7402,UTRN,0.53,0.69,0.00,NULL,NULL,152,253
7403,KDM6A,0.50,0.77,1.00,"Epigenetic regulator",DTO_05007378,238,156
7405,UVRAG,0.44,0.77,0.99,NULL,NULL,336,520
7408,VASP,0.63,0.58,0.95,NULL,NULL,65,64
7409,VAV1,0.56,0.77,1.00,NULL,NULL,103,75
7412,VCAM1,0.42,0.81,0.80,NULL,NULL,406,571
7414,VCL,0.58,0.65,0.05,NULL,NULL,105,82
7415,VCP,0.47,0.92,1.00,NULL,NULL,376,295
7416,VDAC1,0.56,0.65,0.97,NULL,NULL,116,91
7421,VDR,0.35,0.89,0.00,"Nuclear receptor",DTO_00102000,852,2150
7422,VEGFA,0.27,0.92,0.00,Signaling,DTO_05007599,1899,9001
7423,VEGFB,0.59,0.62,0.00,Signaling,DTO_05007599,82,57
7424,VEGFC,0.46,0.77,0.50,Signaling,DTO_05007599,291,510
7425,VGF,0.63,0.54,0.57,NULL,NULL,63,53
7428,VHL,0.44,0.85,0.08,Enzyme,DTO_05007624,372,1158
7430,EZR,0.48,0.81,0.18,"Cellular structure",DTO_05007530,255,289
7431,VIM,0.37,0.85,0.71,NULL,NULL,644,1475
7432,VIP,0.44,0.85,0.00,Signaling,DTO_05007599,376,417
7433,VIPR1,0.57,0.65,0.00,"G-protein coupled receptor",DTO_02300001,102,239
7436,VLDLR,0.56,0.69,0.00,NULL,NULL,143,99
7439,BEST1,0.47,0.89,0.00,"Ion channel",DTO_01300327,292,575
7442,TRPV1,0.45,0.89,0.00,"Ion channel",DTO_01300327,404,612
7448,VTN,0.51,0.77,0.00,NULL,NULL,178,245
7450,VWF,0.41,0.89,0.00,"Enzyme modulator",DTO_05007584,498,1399
7454,WAS,0.53,0.81,1.00,"Cellular structure",DTO_05007530,204,329
7465,WEE1,0.55,0.77,1.00,Kinase,DTO_03300101,116,159
7466,WFS1,0.53,0.85,0.00,NULL,NULL,185,211
7468,NSD2,0.51,0.77,1.00,"Epigenetic regulator",DTO_05007378,224,123
7471,WNT1,0.50,0.77,0.33,Signaling,DTO_05007599,216,262
7472,WNT2,0.57,0.62,0.02,Signaling,DTO_05007599,96,86
7473,WNT3,0.54,0.81,0.88,Signaling,DTO_05007599,140,86
7474,WNT5A,0.44,0.81,0.99,Signaling,DTO_05007599,375,361
7476,WNT7A,0.53,0.69,0.04,Signaling,DTO_05007599,182,73
7480,WNT10B,0.58,0.65,0.00,Signaling,DTO_05007599,90,62
7486,WRN,0.52,0.81,0.00,Enzyme,DTO_05007624,172,259
7490,WT1,0.42,0.81,1.00,"Nucleic acid binding",DTO_05007557,446,752
7494,XBP1,0.48,0.85,0.03,NULL,NULL,234,283
7498,XDH,0.53,0.85,0.00,Enzyme,DTO_05007624,165,137
7503,XIST,0.52,0.81,NULL,NULL,NULL,146,169
7504,XK,0.58,0.65,0.95,NULL,NULL,104,77
7507,XPA,0.52,0.85,0.00,"Nucleic acid binding",DTO_05007557,209,215
7508,XPC,0.50,0.81,0.00,"Nucleic acid binding",DTO_05007557,211,276
7514,XPO1,0.50,0.69,1.00,Receptor,DTO_05007575,178,169
7515,XRCC1,0.42,0.92,0.00,NULL,NULL,410,935
7516,XRCC2,0.51,0.73,0.00,NULL,NULL,187,93
7517,XRCC3,0.51,0.77,0.00,NULL,NULL,184,327
7518,XRCC4,0.53,0.77,0.00,NULL,NULL,192,95
7520,XRCC5,0.55,0.81,1.00,Enzyme,DTO_05007624,113,125
7528,YY1,0.48,0.81,0.99,"Transcription factor",DTO_05007542,245,232
7531,YWHAE,0.53,0.69,0.98,Chaperone,DTO_05007613,176,170
7534,YWHAZ,0.48,0.85,0.94,Chaperone,DTO_05007613,247,333
7535,ZAP70,0.50,0.77,0.88,Kinase,DTO_03300101,212,356
7538,ZFP36,0.52,0.69,0.75,"Nucleic acid binding",DTO_05007557,161,163
7546,ZIC2,0.56,0.77,0.97,"Transcription factor",DTO_05007542,125,73
7547,ZIC3,0.59,0.42,0.92,"Transcription factor",DTO_05007542,93,53
7555,CNBP,0.56,0.69,0.96,NULL,NULL,125,176
7681,MKRN3,0.62,0.62,0.28,Enzyme,DTO_05007624,92,53
7704,ZBTB16,0.55,0.81,1.00,"Transcription factor",DTO_05007542,154,136
7750,ZMYM2,0.60,0.65,0.67,"Enzyme modulator",DTO_05007584,77,65
7764,ZNF217,0.62,0.54,1.00,NULL,NULL,66,70
7799,PRDM2,0.55,0.77,1.00,NULL,NULL,115,96
7809,BSND,0.60,0.69,0.00,NULL,NULL,91,83
7827,NPHS2,0.58,0.54,0.00,"Enzyme modulator",DTO_05007584,86,217
7832,BTG2,0.59,0.54,0.02,NULL,NULL,77,79
7839,LEPQTL1,0.64,0.39,NULL,NULL,NULL,60,96
7840,ALMS1,0.56,0.81,0.00,NULL,NULL,147,88
7849,PAX8,0.48,0.73,1.00,NULL,NULL,253,309
7850,IL1R2,0.59,0.85,0.00,Receptor,DTO_05007575,76,53
7852,CXCR4,0.36,0.92,0.02,"G-protein coupled receptor",DTO_02300001,739,1928
7855,FZD5,0.59,0.62,0.98,"G-protein coupled receptor",DTO_02300001,82,63
7864,SCLC1,0.61,0.58,NULL,NULL,NULL,73,163
7873,MANF,0.62,0.65,0.00,NULL,NULL,62,52
7874,USP7,0.54,0.81,1.00,Enzyme,DTO_05007624,153,116
7879,RAB7A,0.60,0.69,0.97,NULL,NULL,95,88
7903,ST8SIA4,0.55,0.85,0.00,NULL,NULL,117,75
7905,REEP5,0.63,0.62,0.00,Transporter,DTO_05007405,49,54
7913,DEK,0.54,0.77,0.13,NULL,NULL,122,108
7941,PLA2G7,0.54,0.77,0.00,Enzyme,DTO_05007624,136,201
7942,TFEB,0.53,0.73,0.90,NULL,NULL,150,185
7957,EPM2A,0.61,0.58,0.00,NULL,NULL,87,102
7965,AIMP2,0.39,0.92,0.01,NULL,NULL,555,1056
7975,MAFK,0.59,0.65,0.71,"Transcription factor",DTO_05007542,81,63
7980,TFPI2,0.52,0.77,0.00,"Enzyme modulator",DTO_05007584,161,169
7984,ARHGEF5,0.53,0.81,0.00,NULL,NULL,140,145
7991,TUSC3,0.58,0.62,0.00,Transporter,DTO_05007405,104,54
7994,KAT6A,0.56,0.77,1.00,Enzyme,DTO_05007624,129,76
8000,PSCA,0.56,0.62,0.17,NULL,NULL,111,160
8013,NR4A3,0.50,0.81,0.91,"Nuclear receptor",DTO_00102000,186,186
8021,NUP214,0.64,0.39,0.05,"Nucleic acid binding",DTO_05007557,62,57
8028,MLLT10,0.55,0.46,1.00,"Transcription factor",DTO_05007542,116,96
8029,CUBN,0.59,0.77,0.00,NULL,NULL,103,86
8030,CCDC6,0.52,0.81,0.58,NULL,NULL,156,317
8031,NCOA4,0.62,0.58,0.00,"Transcription factor",DTO_05007542,62,111
8036,SHOC2,0.59,0.77,1.00,NULL,NULL,97,54
8038,ADAM12,0.57,0.73,0.00,Enzyme,DTO_05007624,107,99
8045,RASSF7,0.62,0.54,0.00,NULL,NULL,56,54
8048,CSRP3,0.57,0.73,0.00,"Cellular structure",DTO_05007530,108,114
8050,PDHX,0.60,0.69,0.00,Enzyme,DTO_05007624,93,80
8061,FOSL1,0.52,0.85,0.16,"Transcription factor",DTO_05007542,150,169
8074,FGF23,0.46,0.73,0.03,Signaling,DTO_05007599,305,734
8085,KMT2D,0.47,0.81,1.00,NULL,NULL,320,290
8086,AAAS,0.60,0.65,0.00,NULL,NULL,92,77
8091,HMGA2,0.43,0.81,0.87,"Nucleic acid binding",DTO_05007557,382,588
8106,PABPN1,0.67,0.42,0.39,NULL,NULL,48,109
8115,TCL1A,0.56,0.50,0.00,NULL,NULL,106,184
8140,SLC7A5,0.51,0.81,0.24,Transporter,DTO_05007405,173,161
8148,TAF15,0.63,0.50,0.17,"Nucleic acid binding",DTO_05007557,74,53
8163,CDR3,0.47,0.81,NULL,NULL,NULL,233,332
8170,SLC14A2,0.61,0.69,0.00,Transporter,DTO_05007405,71,59
8190,MIA,0.54,0.77,0.00,NULL,NULL,130,222
8195,MKKS,0.57,0.69,0.00,NULL,NULL,123,76
8200,GDF5,0.51,0.69,0.67,Signaling,DTO_05007599,238,152
8201,MLRL,0.56,0.77,NULL,NULL,NULL,95,145
8202,NCOA3,0.52,0.65,0.54,Kinase,DTO_03300101,142,212
8204,NRIP1,0.59,0.65,0.99,NULL,NULL,88,56
8205,TAM,0.53,0.73,NULL,NULL,NULL,141,176
8209,GATD3A,0.62,0.65,0.00,NULL,NULL,58,51
8216,LZTR1,0.55,0.81,0.00,NULL,NULL,152,54
8239,USP9X,0.50,0.85,1.00,NULL,NULL,255,107
8242,KDM5C,0.58,0.54,1.00,NULL,NULL,119,61
8243,SMC1A,0.51,0.81,1.00,NULL,NULL,251,87
8277,TKTL1,0.61,0.65,1.00,Enzyme,DTO_05007624,76,58
8289,ARID1A,0.46,0.85,1.00,NULL,NULL,341,314
8291,DYSF,0.58,0.69,0.00,Transporter,DTO_05007405,144,272
8294,H4C9,0.54,0.69,0.02,NULL,NULL,121,99
8301,PICALM,0.59,0.54,1.00,Transporter,DTO_05007405,79,152
8312,AXIN1,0.56,0.58,0.41,NULL,NULL,118,115
8313,AXIN2,0.51,0.69,0.57,NULL,NULL,169,179
8314,BAP1,0.45,0.73,0.99,Enzyme,DTO_05007624,299,441
8315,BRAP,0.61,0.77,0.00,NULL,NULL,82,70
8321,FZD1,0.59,0.62,0.04,"G-protein coupled receptor",DTO_02300001,77,60
8322,FZD4,0.49,0.92,0.97,"G-protein coupled receptor",DTO_02300001,239,309
8324,FZD7,0.60,0.54,0.09,"G-protein coupled receptor",DTO_02300001,70,79
8359,H4C1,0.54,0.69,0.00,NULL,NULL,121,99
8360,H4C4,0.54,0.69,0.00,NULL,NULL,125,101
8361,H4C6,0.54,0.69,0.13,NULL,NULL,121,99
8362,H4C12,0.54,0.69,0.00,NULL,NULL,121,99
8363,H4C11,0.54,0.69,0.39,NULL,NULL,121,99
8364,H4C3,0.53,0.73,0.00,NULL,NULL,132,102
8365,H4C8,0.54,0.69,0.00,NULL,NULL,122,100
8366,H4C2,0.54,0.73,0.00,NULL,NULL,128,104
8367,H4C5,0.54,0.69,0.01,NULL,NULL,121,99
8368,H4C13,0.54,0.69,0.00,NULL,NULL,121,99
8370,H4C14,0.54,0.69,NULL,NULL,NULL,121,99
8378,LOH19CR1,0.57,0.81,NULL,NULL,NULL,96,120
8379,MAD1L1,0.57,0.73,0.00,NULL,NULL,107,84
8398,PLA2G6,0.48,0.85,0.00,"Enzyme modulator",DTO_05007584,350,305
8399,PLA2G10,0.58,0.69,0.07,Enzyme,DTO_05007624,86,86
8405,SPOP,0.60,0.50,1.00,NULL,NULL,72,103
8408,ULK1,0.56,0.77,0.99,Kinase,DTO_03300101,99,102
8431,NR0B2,0.47,0.81,0.00,"Nuclear receptor",DTO_00102000,251,252
8434,RECK,0.55,0.73,0.00,"Enzyme modulator",DTO_05007584,123,149
8450,CUL4B,0.56,0.77,1.00,Enzyme,DTO_05007624,162,65
8451,CUL4A,0.60,0.65,1.00,Enzyme,DTO_05007624,79,59
8452,CUL3,0.59,0.65,1.00,NULL,NULL,83,110
8473,OGT,0.63,0.73,1.00,NULL,NULL,66,57
8481,OFD1,0.51,0.81,0.96,NULL,NULL,261,51
8487,GEMIN2,0.60,0.65,0.00,"Nucleic acid binding",DTO_05007557,71,60
8493,PPM1D,0.51,0.81,0.00,Enzyme,DTO_05007624,177,135
8503,PIK3R3,0.56,0.69,0.00,"Enzyme modulator",DTO_05007584,101,77
8506,CNTNAP1,0.55,0.58,0.00,NULL,NULL,166,80
8517,IKBKG,0.49,0.77,0.08,Kinase,DTO_03300101,252,207
8518,ELP1,0.58,0.77,0.00,"Enzyme modulator",DTO_05007584,138,110
8540,AGPS,0.67,0.54,1.00,NULL,NULL,38,113
8542,APOL1,0.55,0.62,0.00,Transporter,DTO_05007405,115,273
8546,AP3B1,0.62,0.81,0.62,Transporter,DTO_05007405,83,93
8549,LGR5,0.54,0.65,0.00,"G-protein coupled receptor",DTO_02300001,131,221
8553,BHLHE40,0.54,0.73,0.99,"Transcription factor",DTO_05007542,113,92
8562,DENR,0.54,0.69,0.88,Enzyme,DTO_05007624,121,161
8570,KHSRP,0.53,0.85,1.00,Enzyme,DTO_05007624,148,153
8573,CASK,0.54,0.81,1.00,Kinase,DTO_03300101,193,60
8575,PRKRA,0.58,0.62,0.42,Kinase,DTO_03300101,113,52
8600,TNFSF11,0.45,0.85,0.00,Signaling,DTO_05007599,327,662
8614,STC2,0.57,0.69,0.27,Signaling,DTO_05007599,88,61
8615,USO1,0.52,0.89,0.33,Transporter,DTO_05007405,153,170
8624,PSMG1,0.58,0.73,0.00,NULL,NULL,97,80
8626,TP63,0.36,0.77,1.00,"Transcription factor",DTO_05007542,816,957
8630,HSD17B6,0.59,0.69,0.35,Enzyme,DTO_05007624,82,73
8639,AOC3,0.56,0.77,0.00,NULL,NULL,106,80
8644,AKR1C3,0.53,0.77,0.00,Enzyme,DTO_05007624,142,131
8647,ABCB11,0.57,0.65,0.00,Transporter,DTO_05007405,126,243
8648,NCOA1,0.56,0.73,1.00,Kinase,DTO_03300101,108,106
8650,NUMB,0.62,0.73,0.00,Signaling,DTO_05007599,55,50
8651,SOCS1,0.45,0.81,0.59,"Enzyme modulator",DTO_05007584,315,389
8654,PDE5A,0.51,0.73,0.00,NULL,NULL,187,271
8655,DYNLL1,0.57,0.77,0.70,"Cellular structure",DTO_05007530,103,99
8658,TNKS,0.58,0.69,0.01,NULL,NULL,88,93
8660,IRS2,0.54,0.65,0.99,NULL,NULL,152,216
8661,EIF3A,0.59,0.77,1.00,"Nucleic acid binding",DTO_05007557,78,106
8671,SLC4A4,0.64,0.69,1.00,Transporter,DTO_05007405,58,55
8678,BECN1,0.43,0.85,0.94,"Enzyme modulator",DTO_05007584,373,547
8682,PEA15,0.55,0.69,0.79,NULL,NULL,110,80
8714,ABCC3,0.52,0.77,0.00,Transporter,DTO_05007405,160,202
8718,TNFRSF25,0.57,0.77,0.01,NULL,NULL,96,168
8720,MBTPS1,0.53,0.69,0.00,Enzyme,DTO_05007624,148,144
8731,RNMT,0.65,0.50,0.00,NULL,NULL,46,105
8737,RIPK1,0.48,0.77,0.01,Kinase,DTO_03300101,250,264
8740,TNFSF14,0.53,0.77,0.05,Signaling,DTO_05007599,143,119
8741,TNFSF13,0.50,0.77,0.82,NULL,NULL,189,179
8742,TNFSF12,0.56,0.77,0.77,NULL,NULL,123,72
8743,TNFSF10,0.41,0.89,0.13,Signaling,DTO_05007599,445,1123
8744,TNFSF9,0.58,0.69,0.32,NULL,NULL,90,77
8754,ADAM9,0.56,0.65,0.03,Enzyme,DTO_05007624,109,102
8764,TNFRSF14,0.57,0.73,0.81,NULL,NULL,100,92
8766,RAB11A,0.60,0.69,0.99,NULL,NULL,82,67
8767,RIPK2,0.59,0.77,0.39,Kinase,DTO_03300101,83,61
8771,TNFRSF6B,0.53,0.73,0.00,NULL,NULL,145,117
8772,FADD,0.54,0.85,0.53,NULL,NULL,137,104
8784,TNFRSF18,0.63,0.54,0.00,NULL,NULL,53,52
8788,DLK1,0.53,0.69,0.03,Signaling,DTO_05007599,144,135
8792,TNFRSF11A,0.48,0.85,0.01,NULL,NULL,270,303
8793,TNFRSF10D,0.63,0.62,0.00,NULL,NULL,59,52
8794,TNFRSF10C,0.58,0.73,0.00,NULL,NULL,89,60
8795,TNFRSF10B,0.51,0.77,0.00,NULL,NULL,179,255
8797,TNFRSF10A,0.52,0.73,0.00,NULL,NULL,155,164
8803,SUCLA2,0.57,0.65,0.00,Enzyme,DTO_05007624,136,249
8805,TRIM24,0.58,0.62,1.00,NULL,NULL,79,52
8809,IL18R1,0.47,0.81,0.00,Receptor,DTO_05007575,234,329
8815,BANF1,0.60,0.69,0.65,NULL,NULL,86,59
8820,HESX1,0.56,0.65,0.00,NULL,NULL,143,63
8821,INPP4B,0.57,0.58,0.55,NULL,NULL,90,72
8824,CES2,0.58,0.73,0.00,Enzyme,DTO_05007624,87,70
8826,IQGAP1,0.56,0.69,1.00,"Enzyme modulator",DTO_05007584,109,92
8828,NRP2,0.54,0.62,0.00,NULL,NULL,144,94
8829,NRP1,0.48,0.81,0.99,NULL,NULL,246,334
8831,SYNGAP1,0.58,0.58,1.00,"Enzyme modulator",DTO_05007584,145,53
8835,SOCS2,0.56,0.73,0.63,"Enzyme modulator",DTO_05007584,104,91
8836,GGH,0.61,0.50,0.58,Enzyme,DTO_05007624,66,53
8837,CFLAR,0.49,0.85,1.00,Enzyme,DTO_05007624,215,239
8838,CCN6,0.57,0.73,0.00,Signaling,DTO_05007599,126,125
8840,CCN4,0.55,0.69,0.00,Signaling,DTO_05007599,114,95
8841,HDAC3,0.51,0.73,0.57,"Epigenetic regulator",DTO_05007378,179,226
8842,PROM1,0.41,0.85,0.00,Transporter,DTO_05007405,477,1116
8850,KAT2B,0.56,0.69,0.99,NULL,NULL,116,122
